text,english_browser
good,no
good,no
good,yes
Good,yes
Good,no
Good,yes
Good advise ,no
Good and Excelent,yes
good course,no
"Good morning

Thanks for give the people the chance of practice their english through this course. I have a lot expectations of it. 

I'm industrial engineer and I think that the non-native english speakers can improve their skills with immersion classes in english in topics of the career or the countries culture.

This tools can help people like me, who want to study a program at an australian university.

Best regards",no
"Good question, I think a language should have practice. I may help non native english speakers to practice.",no
"Good teachers, that até really concius how to help studantes ",yes
Good training,yes
"good
",no
google,yes
Google has a tool that can translate to native lenguage whats in the screen,no
google translate feature in mooc where we can translate english to any native language and a dictionary feature where we can search the meaning of a particular word instantaneously,yes
gostaria de aprender muito o ingles,no
Goy build a new app for phone to contact participants ,no
Grammer +vocabulary ,yes
grammer and fluency in english to be improved,yes
"grammer is fundamandal for english so they must be strong in that,and they have to learn atleast 10 new words in a day which is mostly using word and tough word for beginners.",yes
great,yes
great,yes
great .,yes
"Great job, just go on.",yes
Great learning hard working,yes
greater interaction,yes
Group discussion and lot of homework,yes
guide them how they improve thier English better.,no
guide them to overcome their fear why we cant speak in english  without hesitation,yes
"Guideline, homework, feedback, and discussion. But an internet connection sometimes become a problem in some place which doesn't have an access to reliable internet connection.",yes
"Hacer cada día cursos más interactivos, con juegos que nos familiaricen con el lenguaje,videos música y ejercicios de práctica  e ir aumentando de nivel a medida que se avanza en el curso.",no
hacerlo videochat,no
Haciéndolos mas dinámicos y que se pueda interactuar. Explicando a poco las reglas de gramatica de acuerdo a lo que se va aprendiendo.,no
Haciendo cursos en español con profesores en español de las mismas universidades q emiten los cursos en ingles,no
Haciendo interactivo el MOOC,no
Haciendo que los estudiantes tengamos muchos audios y podamos hablar y nos corrijan el acento ,yes
"haciendo un curso por nivel de ingles desde el mas básico hasta el mas avanzado, así las personas como yo que no entendemos muy bien el ingles podríamos tomarlo y aprender el idioma como tal. ",no
Haciendo un poco más amenas y divertidas las clases. ,no
"Hai, Myself Shrihari from India.
 1.I guess MOOCs can develop an a system like introducing audio directory in native languages while you play videos in the courses so that those who feel trouble in understanding english captions can grasp the concepts in their native languages. 
2.One more thing that I wanted to suggest is that students who aren't from a good english background find some difficulty in participating actively in discussion forums.So with the aid of artificial intelligence MOOCs can think to introduce a system which receives students thoughts in their native language and then convert into English, Because my personal opinion is ideas matter a lot than language.
I hope for best!



",yes
happy,no
HAS THE ANSWER THIS QUESTIONNAIRE IN NATIVE LANGUAGE,no
Have  a simple and practical learning designed for them,yes
